tea_id,tea_name,tea_img,tea_price,tea_efficacy,score_average,score_count,side_effect
112,다래차,img/product/product112.jpg,12600,"관절염, 류마티즘, 소화불량 해소, 해열, 해독 작용, 항암 작용",4.71,1044,몸이 차서 설사를 자주하는 사람은 섭취를 자제해주세요.
113,다시마차,img/product/product113.jpg,8900,"고혈압 혈압 강하, 거담 작용, 감기 예방, 당뇨병 예방, 강심 작용, 동맥경화 억제, 이뇨 작용, 빈혈 예방",3.38,916,몸이 차서 설사를 자주하는 사람은 섭취를 자제해주세요.
114,도라지차,img/product/product114.jpg,8500,"거담 작용, 해열, 소화불량 해소, 복부 통증 완화, 기관지 건강",3.25,717,"기침 환자, 위 궤양 환자는 섭취를 자제해주세요."
115,도토리차,img/product/product115.jpg,12000,"지혈, 이뇨작용, 인후통",3.91,924,과다 섭취 시 변비 증세가 일어날 수 있습니다.
116,들국화차,img/product/product116.jpg,11700,"소염 작용, 시력 개선, 고혈압 혈압 강하, 두통, 피부 미용, 노화 방지, 해열, 숙취 해소",3.25,495,냉성인 사람은 섭취를 자제해주세요.
117,만삼차,img/product/product117.jpg,9700,"거담 작용, 고혈압 혈압 강하, 피로회복, 식욕 증진",4.57,1370,"온성인, 비만인 분들은 섭취를 자제해주세요."
118,뽕잎차,img/product/product118.jpg,10200,"시력 증진, 두통, 기력 회복, 고혈압 혈압 강하, 복부 통증 완화, 빈혈 예방, 거담 작용, 이뇨 작용",3.67,536,냉성인 사람은 섭취를 자제해주세요.
119,산딸기차,img/product/product119.jpg,11000,"기력 회복, 피부 미용, 노화 방지, 시력 개선",3.65,807,"온성인, 전립선, 신장 환자는 섭취를 자제해주세요."
120,살구차,img/product/product120.jpg,11200,"거담 작용, 천식, 감기 예방, 두통, 변비 개선, 장 운동, 빈혈 예방",3.1,633,신장 결석 환자는 섭취를 자제해주세요.
121,아욱차,img/product/product121.jpg,8800,"강심 작용, 이뇨 작용",4.29,1058,"임산부, 저체중 환자는 섭취를 자제해주세요."
122,으름덩굴차,img/product/product122.jpg,9100,"이뇨 작용, 기억력 상승, 항염 작용, 진통, 해독 작용",3.23,1089,"소화기관이 약한 사람, 임산부는 섭취를 자제해주세요."
